Data;Tipo;Voce;Descrizione;Importo;Conto
10/06/2025;Ricavi;Contributo Anna;BONIFICO A VOSTRO FAVORE                          BONIFICO ISTANTANEO DEL 09.06.2025 ALLE 22.42.00  DA: STARACE ANNA                                  PER: Spese casa                                   TRN: 1291251607941944                             COMM:;620,00 €; Unicredit
10/06/2025;Costi;SPESA - Quotidiana;DECO';7,49 €; CartaDiCredito
10/06/2025;Costi;SPESA - Quotidiana;NONNA MATI SRL;22,51 €; CartaDiCredito
10/06/2025;Costi;INVESTIMENTI - SCC;Scommettendo;42,00 €; Revolut
11/06/2025;Costi;PIATTAFORME - Spotify;ADDEBITO SEPA DD PER FATTURA A VOSTRO CARICO      Incasso 1042754946969                             SDD da LU96ZZZ0000000000000000058                 PayPal Europe S.a.r.l. et Cie S.C.A               mandato nr. 52N2224VZTXEJ                         Per 1042754946969/PAYPAL;9,99 €; Unicredit
11/06/2025;Costi;SPESA - Quotidiana;DECO';18,23 €; CartaDiCredito
12/06/2025;Costi;AG.ENTRATE - Rottamazione;Rottamazione Rata;886,32 €; Unicredit
12/06/2025;Ricavi;Contributo Cibo;Buoni Pasto Giugno;87,72 €; Buoni Pasto
13/06/2025;Costi;PERSONALI - Vestiti;ABBIGLIAMENTO MODERNO;178,00 €; CartaDiCredito
13/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
13/06/2025;Costi;PERSONALI - Lavoro;PAYPAL *PAG PUB AMM;21,50 €; CartaDiCredito
16/06/2025;Costi;USCITE - Ristoranti;TRATTORIA DA EMILIA;86,00 €; CartaDiCredito
16/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
16/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
17/06/2025;Costi;USCITE - Ristoranti;OASI SALTIMBOCCA DI MA;18,00 €; CartaDiCredito
18/06/2025;Costi;SPESA - Quotidiana;SOLE 365;23,06 €; CartaDiCredito
18/06/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;-1,00 €; CartaDiCredito
19/06/2025;Costi;INVESTIMENTI - SCC;Scommettendo;80,00 €; Revolut
20/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
21/06/2025;Ricavi;Assegno Unico;Giugno;54,00 €; Unicredit Miky
23/06/2025;Costi;VACANZE;LIDO BERLINO;23,00 €; CartaDiCredito
23/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
23/06/2025;Costi;SPESE - Diana;ZOOMARINE DI FRANCESC;5,00 €; CartaDiCredito
23/06/2025;Costi;SPESE - Diana;ZOOMARINE DI FRANCESC;50,00 €; CartaDiCredito
23/06/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;-1,00 €; CartaDiCredito
23/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
23/06/2025;Costi;INVESTIMENTI - SCC;Microgame Www.;32,00 €; Revolut
24/06/2025;Ricavi;Stipendio;VOSTRI EMOLUMENTI                                 STIPENDIO MESE GIUGNO     25                      O.C. A.O.DI RILIEVO NAZIONALE SANTOBONO;2.899,06 €; Unicredit
24/06/2025;Costi;SPESA - Quotidiana;LATTICINI SANTA MARIA;12,00 €; CartaDiCredito
24/06/2025;Costi;SPESA - Quotidiana;NONNA MATI SRL;37,89 €; CartaDiCredito
25/06/2025;Costi;INVESTIMENTI - SCC;DISPOSIZIONE DI BONIFICO                          BONIFICO ISTANTANEO DEL 25.06.2025 ALLE 09.21.01  A: GIUSEPPE D'ANNA (REV)                          PER: Trasferimento Conto Personale                TRN: 1191251765545034                             COMM: 2.47                                        COMM SERV:;202,00 €; Unicredit
25/06/2025;Costi;RISPARMI - Conto Deposito Peppe;DISPOSIZIONE DI BONIFICO                          BONIFICO ISTANTANEO DEL 25.06.2025 ALLE 09.21.01  A: GIUSEPPE D'ANNA (REV)                          PER: Trasferimento Conto Personale                TRN: 1191251765545034                             COMM: 2.47                                        COMM SERV:;300,00 €; Unicredit
26/06/2025;Costi;FAMIGLIA - Miky;SumUp  *Acconciature m;10,00 €; CartaDiCredito
27/06/2025;Costi;FAMIGLIA - Feste;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 25/06/2025CARTA *1156    DI EUR           54,50             IL TRANCIO DI DIAMETRO                            CASORIA;54,50 €; Unicredit
27/06/2025;Costi;SALUTE - Visite;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 25/06/2025CARTA *1156    DI EUR          222,00             Sum*Dott.Cangiano Augu                            Napoli;222,00 €; Unicredit
27/06/2025;Costi;PIATTAFORME - Sony Playstation;ADDEBITO SEPA DD PER FATTURA A VOSTRO CARICO      Incasso 1043106002944                             SDD da LU96ZZZ0000000000000000058                 PayPal Europe S.a.r.l. et Cie S.C.A               mandato nr. 52N2224VZTXEJ                         Per 1043106002944/PAYPAL;8,99 €; Unicredit
27/06/2025;Costi;SPESA - Quotidiana;Buoni Pasto Giugno;82,56 €; Buoni Pasto
27/06/2025;Costi;SPESA - Quotidiana;SOUL BAR;6,40 €; CartaDiCredito
27/06/2025;Costi;SPESA - Quotidiana;COFFEE ISLAND;3,00 €; CartaDiCredito
27/06/2025;Costi;PERSONALI - Vestiti;PAYPAL *PAGA IN 3 RATE;66,00 €; CartaDiCredito
27/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
29/06/2025;Costi;INVESTIMENTI - SCC;Microgame Www.;150,00 €; Revolut
30/06/2025;Costi;PIATTAFORME - Netflix;NETFLIX.COM;6,99 €; CartaDiCredito
30/06/2025;Costi;TOOLS - Microsoft;Microsoft-G098873179;14,35 €; CartaDiCredito
30/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
01/07/2025;Costi;BANCA - Costi;MY GENIUS: COSTO FISSO MESE DI LUGLIO 2025;4,00 €; Unicredit
01/07/2025;Costi;SPESA - Quotidiana;DECO';18,77 €; Unicredit
01/07/2025;Costi;BANCA - Mutuo Zia Annamaria;Mutuo Luglio;724,02 €; Unicredit
01/07/2025;Costi;BANCA - Costi;MY GENIUS: COSTO FISSO MESE DI GIUGNO 2025;4,00 €; Unicredit
01/07/2025;Ricavi;Buoni Pasto;Luglio;54,00 €; Unicredit Miky
01/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
01/07/2025;Costi;SPESA - Pranzo Lavoro Fuori;Espresso Mat;5,00 €; Revolut
02/07/2025;Costi;SPESA - Quotidiana;COFFEE ISLAND;3,00 €; Unicredit
02/07/2025;Costi;SPESA - Quotidiana;Neo Caffe;2,40 €; Unicredit
02/07/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; Unicredit
02/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
03/07/2025;Costi;USCITE - Ristoranti;COFFEE ISLAND;3,00 €; Unicredit
03/07/2025;Costi;PIATTAFORME - Disney+;GOOGLE*GOOGLE PLAY APP;5,99 €; CartaDiCredito
03/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,09 €; Revolut
04/07/2025;Costi;USCITE - Ristoranti;COFFEE ISLAND;3,00 €; Unicredit
04/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
04/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
04/07/2025;Costi;AG.ENTRATE - Rateizzo I;PAYPAL *PAG PUB AMM;47,05 €; CartaDiCredito
04/07/2025;Costi;UTENZE - Gas;PAYPAL *PAGA IN 3 RATE;30,98 €; CartaDiCredito
04/07/2025;Costi;UTENZE - Gas;PAYPAL *PAGA IN 3 RATE;90,30 €; CartaDiCredito
04/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
05/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
06/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,09 €; Revolut
07/07/2025;Costi;SPESA - Quotidiana;Bar;3,60 €; Unicredit
07/07/2025;Costi;SPESA - Quotidiana;LATTICINI SANTA MARIA;15,00 €; Unicredit
07/07/2025;Costi;SPESA - Quotidiana;DECO';1,31 €; Unicredit
07/07/2025;Costi;SPESA - Quotidiana;DECO';17,24 €; Unicredit
07/07/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; Unicredit
07/07/2025;Costi;USCITE - Ristoranti;Sandro Pizzettata;3,50 €; Unicredit
07/07/2025;Costi;USCITE - Ristoranti;Bar;4,50 €; Unicredit
07/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
07/07/2025;Costi;UTENZE - Fonia Mobile;WINDTRE*ASSICURA;7,99 €; CartaDiCredito
07/07/2025;Costi;PERSONALI - Barbiere;SumUp  *Acconciature m;20,00 €; CartaDiCredito
07/07/2025;Costi;BENI - Tecnologia;AMZN Mktp IT*I40LW28L5;230,27 €; CartaDiCredito
07/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
07/07/2025;Costi;UTENZE - Fonia Mobile;WIND TRE PRODOTTI E SE;141,63 €; CartaDiCredito
07/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
08/07/2025;Costi;USCITE - Ristoranti;Bar;1,20 €; Unicredit
08/07/2025;Costi;USCITE - Ristoranti;Bar;24,10 €; Unicredit
08/07/2025;Costi;USCITE - Ristoranti;Bar;2,40 €; Unicredit
08/07/2025;Costi;SPESA - Delivery;La Terrazza;29,00 €; Unicredit
08/07/2025;Costi;USCITE - Ristoranti;Fonte Village;9,50 €; Unicredit
08/07/2025;Costi;USCITE - Ristoranti;Fonte Village;47,00 €; Unicredit
08/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
09/07/2025;Costi;SPESA - Quotidiana;DECO';0,10 €; CartaDiCredito
09/07/2025;Costi;SPESA - Quotidiana;DECO';18,52 €; CartaDiCredito
09/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
09/07/2025;Costi;SPESA - Pranzo Lavoro Fuori;Espresso Mat;5,00 €; Revolut
10/07/2025;Ricavi;Regali vari;Regali Feste;230,00 €; Unicredit
10/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,09 €; Revolut
11/07/2025;Costi;PERSONALI - Lavoro;UNICREDIT  ATM N.4364;150,00 €; CartaDiCredito
11/07/2025;Costi;PERSONALI - Lavoro;UNICREDIT  ATM N.4364;6,00 €; CartaDiCredito
11/07/2025;Costi;BENI - Acquisti Casa;AMZN Mktp IT;-1,25 €; CartaDiCredito
11/07/2025;Costi;BENI - Acquisti Casa;AMZN Mktp IT;-1,24 €; CartaDiCredito
11/07/2025;Costi;BENI - Acquisti Casa;AMZN Mktp IT;-1,25 €; CartaDiCredito
11/07/2025;Costi;SALUTE - Farmaci;FARMACIA COPPOLA;15,08 €; CartaDiCredito
11/07/2025;Costi;SPESA - Quotidiana;DECO';12,65 €; CartaDiCredito
11/07/2025;Costi;USCITE - Amici;COFFEE ISLAND;3,00 €; CartaDiCredito
11/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
11/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
12/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
12/07/2025;Costi;USCITE - Amici;This Is Wonderland;37,00 €; Revolut
13/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
14/07/2025;Costi;USCITE - Amici;BAR TICO MANIA;11,20 €; CartaDiCredito
14/07/2025;Costi;RISPARMI - Conto Deposito Peppe;Revolut**6063*;40,00 €; CartaDiCredito
14/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
14/07/2025;Costi;USCITE - Amici;NEO CAFFE' SRL;6,50 €; CartaDiCredito
14/07/2025;Costi;SPESA - Quotidiana;DECO';20,28 €; CartaDiCredito
14/07/2025;Costi;USCITE - Amici;NEO CAFFE' SRL;3,50 €; CartaDiCredito
14/07/2025;Costi;SPESA - Quotidiana;DECO';18,56 €; CartaDiCredito
14/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
14/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
14/07/2025;Ricavi;Buoni Pasto;Luglio;77,40 €; Buoni Pasto
14/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,09 €; Revolut
15/07/2025;Costi;SPESA - Quotidiana;DECO';32,69 €; CartaDiCredito
15/07/2025;Costi;SPESA - Quotidiana;PESCHERIA BOCCHETTI;25,00 €; CartaDiCredito
15/07/2025;Costi;USCITE - Amici;PAYPAL *misterfazio;45,00 €; CartaDiCredito
15/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
16/07/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; CartaDiCredito
16/07/2025;Costi;SPESA - Pranzo Lavoro Fuori;Nonna Titti;6,00 €; CartaDiCredito
16/07/2025;Costi;SPESA - Delivery;Cornetti;11,50 €; CartaDiCredito
16/07/2025;Costi;SPESA - Pranzo Lavoro Fuori;LA PADELLA;11,30 €; CartaDiCredito
16/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
17/07/2025;Costi;SPESA - Quotidiana;SOLE 365;0,48 €; CartaDiCredito
17/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
17/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
17/07/2025;Costi;HOBBY - Sport;PAYPAL *PAGA IN 3 RATE;201,59 €; CartaDiCredito
17/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
18/07/2025;Costi;SALUTE - Farmaci;FARMACIA COPPOLA;13,00 €; CartaDiCredito
18/07/2025;Costi;SPESA - Delivery;LA SCIMMIETTA;11,00 €; CartaDiCredito
18/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
18/07/2025;Costi;SPESA - Pranzo Lavoro Fuori;ALL FOR ONE SAS;9,50 €; CartaDiCredito
18/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
18/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
18/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
19/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
20/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
21/07/2025;Ricavi;Proventi Bet;Revolut Giroconto;55,00 €; Unicredit
21/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
21/07/2025;Costi;PERSONALI - Barbiere;SumUp  *Acconciature m;20,00 €; CartaDiCredito
21/07/2025;Costi;SPESA - Quotidiana;LATTICINI SANTA MARIA;9,00 €; CartaDiCredito
21/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
21/07/2025;Costi;USCITE - Amici;BAR PUNTO RISTORO SAGI;1,80 €; CartaDiCredito
21/07/2025;Costi;USCITE - Amici;COFFEE ISLAND;3,00 €; CartaDiCredito
21/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
21/07/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
21/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,08 €; Revolut
22/07/2025;Ricavi;Stipendio;Stipendio Luglio;2.830,49 €; Unicredit
22/07/2025;Ricavi;Premio Produzione;lug-05;1.840,00 €; Unicredit
22/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,07 €; Revolut
22/07/2025;Costi;USCITE - Ristoranti;Sandropizzettata;4,50 €; Revolut
22/07/2025;Costi;AUTO - Pedaggi e Parcheggi;tangenzialedinapoli.it;1,00 €; Revolut
23/07/2025;Costi;RISPARMI - Conto Deposito Peppe;Revolut Giroconto;300,00 €; Unicredit
23/07/2025;Costi;BANCA - Costi;Costo Bonifico;2,47 €; Unicredit
23/07/2025;Costi;INVESTIMENTI - SCC;Terzo Pilastro;200,00 €; Unicredit
23/07/2025;Costi;SPESA - Delivery;LA SCIMMIETTA;21,00 €; CartaDiCredito
23/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
24/07/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
24/07/2025;Costi;USCITE - Amici;BINARIO BORBONICO;24,83 €; CartaDiCredito
24/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
25/07/2025;Costi;USCITE - Ristoranti;Bar;16,70 €; Unicredit
25/07/2025;Costi;SPESA - Quotidiana;DECO';10,79 €; Unicredit
25/07/2025;Costi;SPESA - Quotidiana;Spesa Genepesca;12,19 €; Unicredit
25/07/2025;Costi;AG.ENTRATE - Rateizzo II;Rateizzo;112,37 €; Unicredit
25/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
26/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
27/07/2025;Costi;PERSONALI - Vestiti;PAYPAL *PAGA IN 3 RATE;66,00 €; CartaDiCredito
27/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
28/07/2025;Ricavi;Contributo Beni;Cassa Economale Contributo Acquisti;230,27 €; Unicredit
28/07/2025;Costi;USCITE - Amici;Bar;0,90 €; Unicredit
28/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,09 €; Revolut
29/07/2025;Costi;USCITE - Ristoranti;OASI SALTIMBOCCA DI MA;21,00 €; Unicredit
29/07/2025;Costi;PIATTAFORME - Sony Playstation;Sony;8,99 €; Unicredit
29/07/2025;Costi;PIATTAFORME - Netflix;NETFLIX.COM;6,99 €; Unicredit
29/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
30/07/2025;Costi;FAMIGLIA - Vestiti;Magliette Napoli;55,00 €; Unicredit
30/07/2025;Costi;BENI - Acquisti Casa;Regali Bici Memme;135,00 €; Unicredit
30/07/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; Unicredit
30/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
31/07/2025;Costi;UTENZE - Cloud;Abbonamento Capcut;11,99 €; Unicredit
31/07/2025;Costi;SPESA - Quotidiana;Luglio;77,40 €; Buoni Pasto
31/07/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
01/08/2025;Costi;SPESA - Pranzo Lavoro Fuori;NONNA MATI SRL;7,00 €; Unicredit
01/08/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; Unicredit
01/08/2025;Costi;BENI - Tecnologia;Beni Santobono;298,32 €; Unicredit
01/08/2025;Costi;BANCA - Mutuo Zia Annamaria;Rata Agosto;724,02 €; Unicredit
01/08/2025;Ricavi;Assegno Unico;Agosto;54,00 €; Unicredit Miky
01/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
01/08/2025;Costi;UTENZE - Gas;PAYPAL *PAGA IN 3 RATE;30,98 €; CartaDiCredito
01/08/2025;Costi;UTENZE - Gas;PAYPAL *PAGA IN 3 RATE;90,31 €; CartaDiCredito
01/08/2025;Costi;PIATTAFORME - Disney+;Google Play Apps;5,99 €; CartaDiCredito
02/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
02/08/2025;Costi;FAMIGLIA - Vestiti;PAYPAL *PAGA IN 3 RATE;66,00 €; CartaDiCredito
02/08/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
02/08/2025;Costi;TOOLS - Microsoft;Microsoft°G103918929;14,35 €; CartaDiCredito
03/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
03/08/2025;Costi;UTENZE - Fonia Mobile;WIND TRE PRODOTTI E SE;114,89 €; CartaDiCredito
04/08/2025;Costi;SPESA - Delivery;NONNA MATI SRL;4,80 €; Unicredit
04/08/2025;Costi;SPESA - Delivery;NONNA MATI SRL;14,30 €; Unicredit
04/08/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; Unicredit
04/08/2025;Costi;SPESA - Delivery;Bar Sagi;2,30 €; Unicredit
04/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
04/08/2025;Costi;UTENZE - Fonia Mobile;WINDTRE*ASSICURA;7,99 €; CartaDiCredito
05/08/2025;Costi;SPESA - Quotidiana;DECO';14,98 €; Unicredit
05/08/2025;Costi;SALUTE - Farmaci;Farmacia Mandaci;13,40 €; Unicredit
05/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,09 €; Revolut
05/08/2025;Costi;SPESA - Quotidiana;Espresso Mat;5,00 €; Revolut
05/08/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
05/08/2025;Costi;AG.ENTRATE - Rottamazione;PAYPAL *PAG PUB AMM;886,29 €; CartaDiCredito
05/08/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
06/08/2025;Costi;SPESA - Delivery;Gelateria;23,00 €; Unicredit
06/08/2025;Costi;SPESA - Delivery;Gelateria;15,00 €; Unicredit
06/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
06/08/2025;Costi;INVESTIMENTI - SCC;Bifinity;15,00 €; CartaDiCredito
06/08/2025;Costi;INVESTIMENTI - SCC;Revolut**6063*;100,00 €; CartaDiCredito
06/08/2025;Costi;FAMIGLIA - Vestiti;DECATHLON 00000412;102,24 €; CartaDiCredito
06/08/2025;Costi;PERSONALI - Vestiti;ABBIGLIAMENTO MODERNO;138,00 €; CartaDiCredito
06/08/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
06/08/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
06/08/2025;Costi;BENI - Tecnologia;AMZN Mktp IT*RV2LC7YQ4;47,26 €; CartaDiCredito
07/08/2025;Costi;SPESA - Pranzo Lavoro Fuori;NONNA MATI SRL;21,00 €; Unicredit
07/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
07/08/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
08/08/2025;Costi;BENI - Tecnologia;Beni Santobono;128,42 €; Unicredit
08/08/2025;Costi;SPESA - Delivery;Amato Mauro;16,50 €; Unicredit
08/08/2025;Costi;SPESA - Pranzo Lavoro Fuori;Bar Sagi;1,80 €; Unicredit
08/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
08/08/2025;Costi;INVESTIMENTI - SCC;Revolut**6063*;57,01 €; CartaDiCredito
08/08/2025;Costi;BANCA - Costi;COMMISSIONE EMISSIONE CAR;10,00 €; CartaDiCredito
08/08/2025;Costi;PERSONALI - Vestiti;CAMICISSIMA;131,90 €; CartaDiCredito
08/08/2025;Costi;PERSONALI - Vestiti;3585 Naples Mens;100,00 €; CartaDiCredito
08/08/2025;Costi;SPESE - Diana;ZOOMARINE DI FRANCESC;53,00 €; CartaDiCredito
08/08/2025;Costi;SPESA - Delivery;JustEatItaly;35,64 €; CartaDiCredito
09/08/2025;Ricavi;Buoni Pasto;Luglio;72,24 €; Buoni Pasto
09/08/2025;Costi;INVESTIMENTI - SCC;Google Pay top-up by *3035;57,01 €; Revolut
09/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
09/08/2025;Costi;PERSONALI - Vestiti;ABBIGLIAMENTO MODERNO;18,00 €; CartaDiCredito
09/08/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
10/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
11/08/2025;Costi;VACANZE;Lido Berlino;38,80 €; Unicredit
11/08/2025;Costi;VACANZE;Panificio Caputo;30,00 €; Unicredit
11/08/2025;Costi;PERSONALI - Barbiere;Nando;10,00 €; Unicredit
11/08/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 08/08/2025CARTA *1156    DI EUR            1,00             CHALET CIRO                                       NAPOLI;1,00 €; Unicredit
11/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
11/08/2025;Costi;INVESTIMENTI - SCC;Revolut**6063*;30,00 €; CartaDiCredito
11/08/2025;Costi;SALUTE - Farmaci;FARMACIA VENENRI - DEV;33,00 €; CartaDiCredito
11/08/2025;Costi;VACANZE;LIDO IL BRIGANTINO;2,50 €; CartaDiCredito
12/08/2025;Costi;VACANZE;Caputo Luigi;47,45 €; Unicredit
12/08/2025;Costi;PIATTAFORME - Spotify;Spotify;10,99 €; Unicredit
12/08/2025;Costi;SPESA - Quotidiana;Etè;30,43 €; Unicredit
12/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
12/08/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
13/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
